bom_id,ver,reg_date,item,oper,part_id,qty,tole,reason,supp,remark,
	IA000041  ,	 A,	2017/11/2 上午 12:00:00,	1,	3720,	1011CA243A               ,	0.016,	0.800,	,	          ,	8mm pitch/ 500m                         ,
	OK008601  ,	 C,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	OA014603  ,	 C,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	OA014603  ,	 C,	2021/11/5 上午 12:00:00,	2,	2070,	120100163A               ,	0.000,	3.400,	0.152     ,	          ,	                                        ,
	OA014603  ,	 C,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA296A               ,	0.014,	0.800,	,	          ,	20190408004變更Carrier                  ,
	OA014603  ,	 C,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	IA000140  ,	 A,	2021/1/8 上午 12:00:00,	1,	3720,	1011CA349A               ,	0.008,	0.800,	4/500     ,	          ,	                                        ,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	2,	2070,	120100155A               ,	0.000,	3.400,	0.152     ,	          ,	8/10 15變更LF供應商(Shinko)             ,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA295A               ,	0.014,	0.800,	,	          ,	,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	IA000118  ,	 A,	2020/5/26 上午 12:00:00,	1,	2021,	1071F28502               ,	0.046,	14.000,	,	          ,	                                        ,
	IA000118  ,	 A,	2020/5/26 上午 12:00:00,	2,	3720,	1011CA328A               ,	0.004,	0.800,	2/500m    ,	          ,	                                        ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	1,	2070,	1071F76004               ,	0.000,	14.000,	,	          ,	                                        ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	2,	2200,	1091A08T41               ,	0.000,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	PJ指示用92HF;1230BALLSN0000A            ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	4,	2070,	120100185B               ,	0.000,	3.400,	0.152     ,	          ,	改版                                    ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	5,	3720,	1011CA176A               ,	0.014,	0.800,	,	          ,	                                        ,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	1,	2070,	120101077A               ,	0.000,	3.400,	0.203     ,	          ,	,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	10        ,	          ,	0.8 mil Au                              ,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	5,	3720,	1011CA106A               ,	0.014,	0.800,	,	          ,	,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	1,	2070,	120101106A               ,	0.000,	3.400,	0.203     ,	          ,	L008Y0407E9/靜電袋出貨                  ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	8         ,	          ,	0.8mil Au                               ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	5,	2410,	1011CA106A               ,	0.014,	0.800,	          ,	          ,	,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	2,	2070,	120100153A               ,	0.000,	3.400,	0.152     ,	          ,	6/4 15改用 HDS L/F                      ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA295A               ,	0.014,	0.800,	,	          ,	                                        ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	1,	2070,	1071F76004               ,	0.000,	14.000,	,	          ,	                                        ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	2,	2200,	1091A08T41               ,	0.000,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	PJ指示用92HF;1230BALLSN0000A 16.52      ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	4,	2070,	120100185B               ,	0.000,	3.400,	0.152     ,	          ,	                                        ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	5,	3720,	1011CA176A               ,	0.014,	0.800,	,	          ,	,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	1,	2070,	120101109A               ,	0.000,	3.400,	0.203     ,	          ,	L010Y0303E5(Possehl)                    ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	                                        ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	10        ,	          ,	0.8mil Au                               ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	5,	3720,	1011CA106A               ,	0.014,	0.800,	          ,	          ,	,
	2J028035  ,	 A,	2021/11/17 上午 12:00:00,	1,	2300,	1081A381C1               ,	0.203,	4.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	1,	2052,	1221C20016               ,	15000.000,	10.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	2,	2052,	1221I20012               ,	1000.000,	10.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	3,	2052,	1221I20011               ,	1000.000,	10.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	4,	2052,	1221R20064               ,	1000.000,	10.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	5,	2052,	1221R20005               ,	1000.000,	10.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	6,	2070,	121102141A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	7,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	8,	2070,	1071F76004               ,	0.824,	14.000,	          ,	          ,	2dies;DA1                               ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	9,	2130,	1071F76004               ,	0.438,	14.000,	          ,	          ,	1die;DA2                                ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	10,	3130,	1071F310JB               ,	1.412,	14.000,	          ,	          ,	1dies;DA3                               ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	11,	3330,	1071FHR900               ,	4.236,	14.000,	          ,	          ,	3dies;DA4                               ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	12,	4130,	1071F76001               ,	1.412,	14.000,	          ,	          ,	1die;DA5                                ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	13,	4330,	1071FHR900               ,	4.236,	14.000,	          ,	          ,	3dies;DA6                               ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	14,	4530,	1071F76001               ,	1.412,	14.000,	          ,	          ,	1die;DA7                                ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	15,	4730,	1071FHR900               ,	4.236,	14.000,	          ,	          ,	3dies;DA8                               ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	16,	5130,	1071F76001               ,	1.412,	14.000,	          ,	          ,	1die;DA9                                ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	17,	5330,	1071FHR900               ,	4.236,	14.000,	          ,	          ,	3dies;DA10                              ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	18,	2200,	1091A07C41               ,	241.782,	0.150,	258       ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	19,	3200,	1091A07C41               ,	139.244,	0.150,	186       ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	20,	3400,	1091A07C41               ,	137.844,	0.150,	186       ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	21,	3600,	1091A07C41               ,	139.824,	0.150,	186       ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	22,	4200,	1091A07C41               ,	140.866,	0.150,	189       ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	23,	2300,	1081GE100C               ,	0.472,	4.000,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	24,	2052,	1101T70525               ,	8.680,	3.500,	          ,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	25,	2052,	1221R20006               ,	1000.000,	10.000,	,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	26,	2052,	SUBMATSNV318             ,	1000.000,	0.800,	,	          ,	ANV345XTA010A                           ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	27,	2410,	1101L75830               ,	345.000,	3.000,	,	          ,	,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	28,	2070,	SUBMATWCM510             ,	2000.000,	0.800,	,	          ,	2dies;DA1;(CHIP1~2):12402030DUMMY(65um) ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	29,	2130,	SUBMATWNV261             ,	1000.000,	0.800,	,	          ,	1die;DA2;(CHIP3)20-W5019CC102;65um      ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	30,	3130,	SUBMATWNV444             ,	1000.000,	0.800,	,	          ,	1dies;DA3;(CHIP4):30-T0NA00P078;65um    ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	31,	3330,	SUBMATWNV446             ,	3000.000,	0.800,	,	          ,	3dies;DA4;(CHIP5~7):30-T0NA00P078;40um  ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	32,	4130,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	1dies;DA5;(CHIP8):30-T0NA00P078;65um    ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	33,	4330,	SUBMATWNV446             ,	3000.000,	0.800,	,	          ,	3dies;DA6(CHIP9~11):30-T0NA00P078;40um  ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	34,	4530,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	1die;DA7;(CHIP12):30-T0NA00P078;65um    ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	35,	4730,	SUBMATWNV446             ,	3000.000,	0.800,	,	          ,	3dies;DA8;(CHIP13~15):30-T0NA00P078;40um,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	36,	5130,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	1die;DA9(CHIP16):30-T0NA00P078;65um     ,
	XT345068  ,	 A,	2021/3/31 上午 12:00:00,	37,	5330,	SUBMATWNV446             ,	3000.000,	0.800,	,	          ,	3dies;DA10(CHIP17~19):30-T0NA00P078;40um,
	IA000158  ,	 A,	2021/6/9 上午 12:00:00,	1,	3720,	1011CA358A               ,	0.016,	0.800,	          ,	          ,	                                        ,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	1,	2052,	1221C20040               ,	6000.000,	10.000,	          ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	2,	2070,	121101916A               ,	1000.000,	0.900,	0.170     ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	3,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	4,	2070,	1071F350L1               ,	0.040,	14.000,	          ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	5,	2130,	1071F76001               ,	1.008,	14.000,	          ,	          ,	2/25改DAF                               ,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	6,	2200,	1091A06C41               ,	78.844,	0.150,	96        ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	7,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	                                        ,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	8,	2052,	1101T70525               ,	8.680,	5.000,	          ,	          ,	,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	9,	2070,	SUBMATWNV419             ,	1000.000,	0.800,	,	          ,	Controlle-AM2703ENLT200um               ,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	10,	2130,	SUBMATWNV199             ,	1000.000,	0.800,	,	          ,	Flash-BICS4;256Gb:SDP;1層DIE;250um      ,
	6A008190  ,	 D,	2021/3/2 上午 12:00:00,	11,	2052,	SUBMATSNV295             ,	1000.000,	0.800,	,	          ,	ANV0086A1065A                           ,
	IA000E14  ,	 B,	2021/8/11 上午 12:00:00,	1,	3720,	1011CA363A               ,	0.008,	0.140,	          ,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	1,	2052,	1221C20008               ,	6000.000,	10.000,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	2,	2070,	121100049B               ,	1000.000,	0.900,	0.300     ,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	3,	2430,	1011TR588B               ,	11.224,	0.600,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	4,	2070,	1071F76004               ,	0.075,	14.000,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	5,	2130,	1071F76004               ,	1.483,	14.000,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	6,	2200,	1091A08T41               ,	239.850,	0.150,	143       ,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	7,	2300,	1081G1250B               ,	0.471,	4.000,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	8,	2052,	1101T70525               ,	8.680,	3.000,	,	          ,	,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	9,	2070,	SUBMATWAW088             ,	1000.000,	0.800,	,	          ,	DIE1;EM710;150um;5247A;12               ,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	10,	2130,	SUBMATWAW058             ,	1000.000,	0.800,	,	          ,	DIE2;EM710;150um;9110X;12               ,
	D5016027  ,	 G,	2019/11/12 上午 12:00:00,	11,	2052,	SUBMATSAW007             ,	1000.000,	0.800,	,	          ,	SMT:TDAAW016D53020A-A                   ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	1,	2052,	1221C20016               ,	5000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	2,	2052,	1221R20006               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	3,	2052,	1221R20005               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	4,	2052,	1221I20010               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	5,	2070,	121102136A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	6,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	7,	2070,	1071F350L2               ,	0.011,	14.000,	          ,	          ,	Die1_LDO;8 152um                        ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	8,	2130,	1071F76004               ,	0.317,	14.000,	          ,	          ,	Die2_PS5013;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	9,	3130,	1071F76004               ,	0.132,	14.000,	          ,	          ,	Die3_SPACER;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	10,	3330,	1071F76004               ,	0.828,	14.000,	          ,	          ,	Die4_SPACER;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	11,	4130,	1071F310JB               ,	1.008,	14.000,	          ,	          ,	Die5_BiCS4 256Gb;12 65um                ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	12,	4330,	1071F76001               ,	3.024,	14.000,	1.008*3   ,	          ,	Die6-8_BiCS4 256Gb;12 65um              ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	13,	4530,	1071F76001               ,	1.008,	14.000,	          ,	          ,	Die9_BiCS4 256Gb;12 70um                ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	14,	4730,	1071F76001               ,	3.024,	14.000,	1.008*3   ,	          ,	Die10-12_BiCS4 256Gb;12 65um            ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	15,	2200,	1091A07C41               ,	267.912,	0.150,	273       ,	          ,	0.7mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	16,	3200,	1091A08C41               ,	244.214,	0.150,	186       ,	          ,	0.8mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	17,	3400,	1091A08C41               ,	194.584,	0.150,	186       ,	          ,	0.8mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	18,	2300,	1081GE100C               ,	0.358,	4.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	19,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	20,	2410,	1101L70528               ,	345.000,	3.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	21,	2070,	SUBMATWNV022             ,	1000.000,	0.800,	,	          ,	Die1_06-00W0000001;8 152um;F350L2       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	22,	2130,	SUBMATWNV157             ,	1000.000,	0.800,	,	          ,	Die2_20-W5013BB107;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	23,	3130,	SUBMATWNV220             ,	1000.000,	0.800,	,	          ,	Die3_12402030DUMMY;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	24,	3330,	SUBMATWNV221             ,	1000.000,	0.800,	,	          ,	Die4_12402030DUMMY;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	25,	4130,	SUBMATWNV390             ,	1000.000,	0.800,	,	          ,	Die5_30-T0LA00P244;12 65um;F310JB       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	26,	4330,	SUBMATWNV391             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die6-8_30-T0LA00P244;12 65um;F76001     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	27,	4530,	SUBMATWNV392             ,	1000.000,	0.800,	,	          ,	Die9_30-T0LA00P244;12 70um;F76001       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	28,	4730,	SUBMATWNV391             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die10-12_30-T0LA00P244;12 65um;F76001   ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	29,	2052,	SUBMATSNV392             ,	1000.000,	0.800,	SMT       ,	          ,	ANV345XTB029A                           ,
	IA000114  ,	 A,	,	1,	3720,	1011CA310A               ,	0.016,	0.800,	,	          ,	                                        ,
	IA000090  ,	 A,	,	1,	3720,	1011CA235A               ,	0.008,	0.800,	,	          ,	                                        ,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	1,	2070,	121102061A               ,	1000.000,	0.900,	0.210     ,	          ,	OSP SBT                                 ,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	2,	2430,	1011TR726A               ,	9.821,	0.600,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	3,	2070,	1071F76004               ,	4.608,	14.000,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	4,	2130,	1071F310JB               ,	2.304,	14.000,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	5,	3130,	1071F76004               ,	2.304,	14.000,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	6,	2200,	1091A07C41               ,	145.236,	0.150,	214       ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	7,	3200,	1091A07C41               ,	153.316,	0.150,	214       ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	8,	2300,	1081GE100C               ,	0.328,	4.000,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	9,	2410,	1101L70542               ,	132.000,	3.000,	          ,	          ,	,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	10,	2070,	SUBMATWNV532             ,	4000.000,	0.800,	4DIES     ,	          ,	30-Z0LA00P001;12 70um;F76004;DA上4顆    ,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	11,	2130,	SUBMATWNV533             ,	2000.000,	0.800,	2DIES     ,	          ,	30-Z0LA00P001;12 70um;F310JB;SA上2顆    ,
	X2132430  ,	 A,	2022/2/11 上午 12:00:00,	12,	3130,	SUBMATWNV532             ,	2000.000,	0.800,	2DIES     ,	          ,	30-Z0LA00P001;12 70um;F76004;DA3上2顆   ,
	IA000018  ,	 B,	2017/9/18 上午 12:00:00,	1,	3720,	1011CA207B               ,	0.008,	0.800,	,	          ,	20170914001 PJ改用量                    ,
	IA000025  ,	 C,	2017/9/18 上午 12:00:00,	1,	3720,	1011CA218B               ,	0.004,	0.800,	,	          ,	20170914001 PJ改用量                    ,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	1,	2052,	1221C20040               ,	6000.000,	10.000,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	2,	2070,	121101916A               ,	1000.000,	0.900,	0.170     ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	3,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	4,	2070,	1071F350L1               ,	0.040,	14.000,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	5,	2130,	1071F76004               ,	1.008,	14.000,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	6,	2200,	1091A06C41               ,	78.844,	0.150,	96        ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	7,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	8,	2052,	1101T70525               ,	8.680,	5.000,	          ,	          ,	,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	9,	2070,	SUBMATWNV419             ,	1000.000,	0.800,	,	          ,	26-2000000003; 200um                    ,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	10,	2130,	SUBMATWNV196             ,	1000.000,	0.800,	,	          ,	30-P0LA01D141; 125um                    ,
	6A008250  ,	 A,	2022/2/25 上午 12:00:00,	11,	2052,	SUBMATSNV403             ,	1000.000,	0.800,	,	          ,	ANV0086A1070A                           ,
