ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time,SETTING OPER
BB222,UTC3000,RUNNING,R16LWAG01,2200,078U9LW012,ALW078C93001A,22-04-18 01:11,22-04-17 04:28,MTI-S,FBGA-78U9,6714,,1091A06C21,,R16LWAD02,FBGA-78U9,MTI-S,ALW078C93001A,1091A06C21,324.0975,22-04-18 01:11,2200
BB223,UTC3000,RUNNING,R14ABTN12,3200,162KEAB011,AAB162KE1006A,22-04-17 21:12,22-04-16 14:17,WINBOND,STBGA162B4U,3261,,1091A07T21,,R14ABTM01,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,412.5821,22-04-17 21:12,3200
BB224,UTC3000,RUNNING,R16LWAE02,2200,078U9LW012,ALW078C93001A,22-04-17 17:57,22-04-16 21:24,MTI-S,FBGA-78U9,6659,,,,R16LWAB02,FBGA-78U9,MTI-S,ALW078C93001A,1091A06C21,324.0975,22-04-17 17:57,2200
BB225,UTC3000,IDLE,,,,AAB162KE1006A,,22-04-17 06:50,,,,,,,R14ABTN09,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,412.5821,,3200
BB226,UTC3000,IDLE,,,,AMS096EF2001A,,22-04-17 03:05,,,,,,,R16MSB503,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,,2200
BB227,UTC3000,PM,,,,AMS096EF2001A,22-04-17 11:54,22-04-17 07:54,,,,04/17/2022 MP,,,R16MSB504,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,,2200
BB228,UTC3000,RUNNING,R15OKM204,2200,048TVOK056,AOK048TV1029A,22-04-17 10:43,22-04-17 00:06,LAPIS,TSOP1-48A2,2560,04/18/2022 MP,1091A07C41,,R15OKM412,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,241.1997,22-04-17 10:43,2200
BB229,UTC3000,RUNNING,R16MSB404,2200,096EFMS006,AMS096EF2001A,22-04-17 16:36,22-04-16 17:10,MTI,FBGA-96UEF,4761,04/19/2022 MP,1091A06T21,,R16MSB501,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,22-04-17 16:36,2200
BB230,UTC3000,RUNNING,R15LWAX02,2200,078EPLW008,ALW078EP1001A,22-04-18 00:38,22-04-17 05:12,MTI-S,FBGA-78UEP,4585,04/20/2022 MP,,,R15LWAY02,FBGA-78UEP,MTI-S,ALW078EP1001A,1091A06C21,236.1662,22-04-18 00:38,2200
BB231,UTC3000,IDLE,,,,ANV345XTB023B,,22-04-17 03:58,,,,04/21/2022 MP,,,R16MSB304,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,66.1572,,3200
BB232,UTC3000,SETUP,,,,ABU024XJ8004A,22-04-17 09:13,22-04-17 07:49,,,,04/22/2022 MP,,,R15VGBN02,STBGA24J4U,ISSI-VG,ABU024XJ6003A,1091A07T41,546.937,,3200
BB233,UTC3000,RUNNING,R16MSB403,2200,096EFMS006,AMS096EF2001A,22-04-17 15:09,22-04-16 15:21,MTI,FBGA-96UEF,4836,04/23/2022 MP,1091A06T21,,R16MSB303,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,22-04-17 15:09,2200
BB234,UTC3000,IDLE,,,,AMS096EF2001A,,22-04-17 02:00,,,,04/24/2022 MP,,,R16MSB502,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,,2200
BB235,UTC3000,IDLE,,,,AMS096EF2001A,,22-04-16 17:13,,,,04/25/2022 MP,,,R16MSB505,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,203.2268,,2200
BB441,UTC1000S,RUNNING,R16ABIC15,2200,096ELAB047,AAB096EL1017A,22-04-17 17:49,22-04-17 03:55,WINBOND,FBGA96UEL(2),3000,04/26/2022 MP,1091A07T21,,R16ABE513,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 17:49,2200
BB442,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 15:01,,,,04/27/2022 MP,,,R15ABF301,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB443,UTC1000S,IDLE,,,,AAB096EL1003A,,22-04-13 18:32,,,,,,,R15ABAR03,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,,2200
BB444,UTC1000S,RUNNING,R15BUB507,2200,096EFBU001,ABU096EF2001A,22-04-17 09:20,22-04-16 18:22,ICSI,FBGA-96UEF,4055,,1091A07T21,,R15BUB811,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,271.2028,22-04-17 09:20,2200
BB445,UTC1000S,RUNNING,R16MSH901,2200,096ECMS003,AMS096EC1002A,22-04-18 00:55,22-04-17 05:04,MTI,FBGA-96UEC,5600,,,,R16MSG403,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-18 00:55,2200
BB446,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 20:22,,,,,,,R15ABF303,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB447,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 10:21,,,,,,,R15ABF703,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB448,UTC1000S,IDLE,,,,AMS078EN1001A,,22-04-16 12:18,,,,,,,R16MSD805,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,236.0785,,2200
BB449,UTC1000S,RUNNING,R16ABIC16,2200,096ELAB047,AAB096EL1017A,22-04-17 17:40,22-04-17 03:57,WINBOND,FBGA96UEL(2),2962,,1091A07T21,,R16ABE529,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 17:40,2200
BB450,UTC1000S,RUNNING,R16MSA101,2200,078ENMS017,AMS078EN1005A,22-04-17 19:49,22-04-16 23:36,MTI,FBGA-78UEN,3540,,1091A06T21,,R15MSEW01,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-04-17 19:49,2200
BB451,UTC1000S,RUNNING,R15MSF704,2200,078ENMS018,AMS078EN1006A,22-04-17 08:04,22-04-16 14:59,MTI,FBGA-78UEN,3560,,,,R15MSF201,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 08:04,2200
BB452,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-17 00:17,,,,,,,R15ABF509,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB453,UTC1000S,RUNNING,R16ABHD01,2200,024MAAB086,AAB024MAA008A,22-04-17 16:33,22-04-17 07:06,WINBOND,MBGA24J3U,12206,,,,R15ABEQ02,MBGA24J3U,WINBOND,AAB024MAA008A,1091A07T21,1292.1496,22-04-17 16:33,2200
BB454,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-15 23:54,,,,,,,R15ABF103,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB455,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 08:02,,,,,,,R15ABF506,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB456,UTC1000S,IDLE,,,,AMS048TW1060A,,22-04-14 13:02,,,,,,,R15MSH601,TSOP1-48AM,MTI,AMS048TW1060A,1091A07T41,436.4371,,2200
BB457,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 02:38,,,,,,,R15ABF203,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB458,UTC1000S,RUNNING,R16MSG703,2200,096ECMS003,AMS096EC1002A,22-04-17 02:25,22-04-16 06:36,MTI,FBGA-96UEC,5588,,1091A06T41,,R16MSBK02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 02:25,2200
BB459,UTC1000S,RUNNING,R16MSBT11,2200,078ENMS007,AMS078EN1002A,22-04-17 14:23,22-04-17 07:46,MTI,FBGA-78UEN,1610,04/17/2022 SP,1091A06T21,,R15ABF503,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,245.0786,22-04-17 14:23,2200
BB460,UTC1000S,ENG,,,,CU048MA2012A,22-04-04 22:20,22-04-04 22:20,,,,04/18/2022 SP,,,R14BUA701,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,434.4219,,2200
BB461,UTC1000S,WAIT-REPAIR,R16ABIL01,2200,096EFAB009,AAB096EF3001A,22-04-17 16:47:23,22-04-17 07:53,WINBOND,FBGA96UEF3-2,2398,04/19/2022 MP,,,R16ABH601,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-17 16:47,2200
BB462,UTC1000S,RUNNING,R15BUB607,2200,096EFBU001,ABU096EF2001A,22-04-17 22:14,22-04-17 03:52,ICSI,FBGA-96UEF,4981,04/20/2022 MP,1091A07T21,,R15BUB405,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,271.2028,22-04-17 22:14,2200
BB463,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-17 07:12,,,,04/21/2022 MP,,,R16MSG206,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB465,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 12:45,,,,04/22/2022 MP,,,R15ABF510,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB466,UTC1000S,IDLE,,,,AAB096EL1017A,,22-04-16 08:47,,,,04/23/2022 MP,,,R16ABE511,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,,2200
BB467,UTC1000S,WAIT-REPAIR,R16MSBS01,2200,078ENMS007,AMS078EN1002A,22-04-17 20:33:15,22-04-17 06:55,MTI,FBGA-78UEN,3556,04/24/2022 MP,,,R15ABF204,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,245.0786,22-04-17 20:33,2200
BB468,UTC1000S,RUNNING,R16MSG401,2200,096ECMS003,AMS096EC1002A,22-04-17 00:46,22-04-16 04:55,MTI,FBGA-96UEC,5600,04/25/2022 MP,1091A06T41,,R16MSBK07,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 00:46,2200
BB469,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 18:52,,,,04/26/2022 MP,,,R15ABF110,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB470,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-16 06:39,,,,04/27/2022 MP,,,R15ABF504,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB471,UTC1000S,RUNNING,R16MSA102,2200,078ENMS017,AMS078EN1005A,22-04-17 19:22,22-04-16 23:10,MTI,FBGA-78UEN,3540,04/28/2022 MP,1091A06T21,,R15MSET11,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-04-17 19:22,2200
BB472,UTC1000S,RUNNING,R16BUA205,2200,096EABU001,ABU096EA1001A,22-04-17 09:43,22-04-17 03:42,ICSI,FBGA-96LEA,1350,04/29/2022 MP,1091A07C21,,R15BUAK03,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,225.8244,22-04-17 09:43,2200
BB473,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-17 02:36,,,,04/30/2022 MP,,,R15ABF106,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB474,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-17 02:48,,,,04/30/2022 MP,,,R15ABF107,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB475,UTC1000S,IN-REPAIR,,,,AAB024MAA010A,,22-04-17 07:31,,,,,,,R16ABEF02,MBGA24J3U,WINBOND,AAB024MAA010A,1091A07T21,1524.0609,,2200
BB476,UTC1000S,IDLE,,,,AAB063NW3008A,,22-04-16 10:39,,,,,,,R15ABFL04,VFBGA63BFU,WINBOND,AAB063NW3008A,1091A07T21,776.9505,,2200
BB477,UTC1000S,RUNNING,R16MSGB06,2200,096ECMS003,AMS096EC1002A,22-04-17 17:00,22-04-16 21:08,MTI,FBGA-96UEC,5600,,1091A06T41,,R16MSG607,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 17:00,2200
BB478,UTC1000S,RUNNING,R16MSA108,2200,078ENMS017,AMS078EN1005A,22-04-18 01:06,22-04-17 04:40,MTI,FBGA-78UEN,3579,,1091A06T21,,R15MSET06,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-04-18 01:06,2200
BB479,UTC1000S,RUNNING,R16MSA109,2200,078ENMS017,AMS078EN1005A,22-04-18 01:06,22-04-17 04:36,MTI,FBGA-78UEN,3592,,1091A06T21,,R15MSET07,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-04-18 01:06,2200
BB480,UTC1000S,RUNNING,R15MSF703,2200,078ENMS018,AMS078EN1006A,22-04-17 14:48,22-04-16 21:43,MTI,FBGA-78UEN,3560,,,,R15MSF501,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 14:48,2200
BB481,UTC1000S,RUNNING,R16ABIC13,2200,096ELAB047,AAB096EL1017A,22-04-17 11:50,22-04-16 22:03,WINBOND,FBGA96UEL(2),2974,,1091A07T21,,R16ABE522,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 11:50,2200
BB482,UTC1000S,RUNNING,R16BUA604,2200,054MFBU009,ABU054MF6001A,22-04-17 07:22,22-04-16 15:37,ICSI,MINIBGA54J4U,4479,,1091A08C21,,R15AWCP04,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,284.3231,22-04-17 07:22,2200
BB483,UTC1000S,RUNNING,R16BUA609,2200,054MFBU009,ABU054MF6001A,22-04-17 17:45,22-04-17 02:05,ICSI,MINIBGA54J4U,4457,,1091A08C21,,R16BUA603,MINIBGA54J4U,ICSI,ABU054MF6001A,1091A08C21,284.3231,22-04-17 17:45,2200
BB484,UTC1000S,RUNNING,R16ABIC12,2200,096ELAB047,AAB096EL1017A,22-04-17 11:48,22-04-16 22:04,WINBOND,FBGA96UEL(2),2964,,1091A07T21,,R16ABE527,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 11:48,2200
BB485,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-17 02:26,,,,,,,R15ABF111,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB486,UTC1000S,IDLE,,,,AMS078EN1001A,,22-04-16 05:47,,,,,,,R16MSD609,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,236.0785,,2200
BB487,UTC1000S,RUNNING,R16ABGE15,2200,084UCAB027,AAB084CC9001A,22-04-17 16:55,22-04-16 21:33,WINBOND,FBGA-84UC2H,5560,,1091A07T21,,R16ABGE06,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,287.1427,22-04-17 16:55,2200
BB488,UTC1000S,IDLE,,,,AMS078EN1001A,,22-04-16 10:53,,,,,,,R16MSD706,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,236.0785,,2200
BB489,UTC1000S,RUNNING,R16ABIC10,2200,096ELAB047,AAB096EL1017A,22-04-17 11:49,22-04-16 22:06,WINBOND,FBGA96UEL(2),2960,,1091A07T21,,R16ABE510,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 11:49,2200
BB490,UTC1000S,RUNNING,R16BUA102,2200,090NCBU012,ABU090NC8001A,22-04-17 16:12,22-04-16 21:06,ICSI,VFBGA90B4L,4141,,,,R16AWAQ04,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,216.9045,22-04-17 16:12,2200
BB496,UTC1000S,RUNNING,R16ABIC19,2200,096ELAB047,AAB096EL1017A,22-04-17 20:04,22-04-17 06:10,WINBOND,FBGA96UEL(2),3000,04/17/2022 MP,1091A07T21,,R16ABE526,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 20:04,2200
BB497,UTC1000S,IDLE,,,,AB054NB2002A,,22-04-15 10:52,,,,04/18/2022 MP,,,R14ABR606,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,404.483,,2200
BB498,UTC1000S,IDLE,,,,AAB060EM2001A,,22-04-17 07:14,,,,04/19/2022 MP,,,R15ABF108,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,,2200
BB499,UTC1000S,RUNNING,R16BUA202,2200,096EABU001,ABU096EA1001A,22-04-17 08:17,22-04-16 20:35,ICSI,FBGA-96LEA,2640,04/20/2022 MP,1091A07C21,,R15BUAK02,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,225.8244,22-04-17 08:17,2200
BB500,UTC1000S,RUNNING,R15MSF802,2200,078ENMS018,AMS078EN1006A,22-04-17 20:40,22-04-17 03:46,MTI,FBGA-78UEN,3520,04/21/2022 MP,1091A06T21,,R15BUBA04,FBGA-60U9(2),ICSI,ABU060C91003A,1091A08C21,208.3434,22-04-17 20:40,2200
BB501,UTC1000S,RUNNING,R15MSF701,2200,078ENMS018,AMS078EN1006A,22-04-17 17:54,22-04-17 00:49,MTI,FBGA-78UEN,3560,04/22/2022 MP,,,R15MSF205,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 17:54,2200
BB502,UTC1000S,RUNNING,R16ABIC11,2200,096ELAB047,AAB096EL1017A,22-04-17 11:51,22-04-16 22:09,WINBOND,FBGA96UEL(2),2960,04/23/2022 MP,1091A07T21,,R16ABE514,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 11:51,2200
BB503,UTC1000S,IN-REPAIR,R15MSFD02,2200,078ENMS018,AMS078EN1006A,22-04-17 22:46:21,22-04-17 07:32,MTI,FBGA-78UEN,3580,04/24/2022 MP,,,R15BUAN03,MINIBGA54A4,ICSI,ABU054MV1005A,1091A09C21,208.3434,22-04-17 22:46,2200
BB504,UTC1000S,IDLE,,,,AAB024MAA008A,,22-04-14 02:55,,,,04/25/2022 MP,,,R15ABEQ05,MBGA24J3U,WINBOND,AAB024MAA008A,1091A07T21,1292.1496,,2200
BB505,UTC1000S,IDLE,,,,AAB063NW3008A,,22-04-17 01:00,,,,04/26/2022 MP,,,R15ABFL06,VFBGA63BFU,WINBOND,AAB063NW3008A,1091A07T21,776.9505,,2200
BB506,UTC1000S,RUNNING,R16ABIC09,2200,096ELAB047,AAB096EL1017A,22-04-17 11:49,22-04-16 22:08,WINBOND,FBGA96UEL(2),2954,04/27/2022 MP,1091A07T21,,R16ABE512,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-17 11:49,2200
BB507,UTC1000S,IDLE,,,,AB054NB2002A,,22-04-15 14:37,,,,04/28/2022 MP,,,R14ABR608,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,404.483,,2200
BB508,UTC1000S,RUNNING,R16MSHG04,2200,096ECMS003,AMS096EC1002A,22-04-17 12:14,22-04-16 16:31,MTI,FBGA-96UEC,5560,04/29/2022 MP,1091A06T41,,R15MSGH01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 12:14,2200
BB509,UTC1000S,IDLE,,,,ABU078EA1001A,,22-04-16 15:11,,,,04/30/2022 MP,,,R16BUA303,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,300.7119,,2200
BB510,UTC1000S,RUNNING,R16MSGB01,2200,096ECMS003,AMS096EC1002A,22-04-17 05:41,22-04-16 09:58,MTI,FBGA-96UEC,5560,04/30/2022 MP,1091A06T41,,R16MSBJ04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 05:41,2200
BB511,UTC1000S,RUNNING,R15MSF702,2200,078ENMS018,AMS078EN1006A,22-04-17 14:55,22-04-16 21:50,MTI,FBGA-78UEN,3560,,,,R15MSF502,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 14:55,2200
BB512,UTC1000S,RUNNING,R16MSHG05,2200,096ECMS003,AMS096EC1002A,22-04-17 16:09,22-04-16 20:26,MTI,FBGA-96UEC,5560,,1091A06T41,,R16MSGC04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 16:09,2200
BB513,UTC1000S,RUNNING,R15MSF507,2200,078ENMS018,AMS078EN1006A,22-04-17 10:46,22-04-16 17:55,MTI,FBGA-78UEN,3509,,1091A06T21,,R15MSF209,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 10:46,2200
BB514,UTC1000S,IDLE,,,,AAB096EL1017A,,22-04-17 05:13,,,,,,,R16ABIC08,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,,2200
BB515,UTC1000S,RUNNING,R15MSFD04,2200,078ENMS018,AMS078EN1006A,22-04-17 17:36,22-04-17 00:25,MTI,FBGA-78UEN,3580,,,,R15MSF508,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 17:36,2200
BB516,UTC1000S,RUNNING,R16MSGB07,2200,096ECMS003,AMS096EC1002A,22-04-17 20:49,22-04-17 00:58,MTI,FBGA-96UEC,5600,,1091A06T41,,R16MSHE01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 20:49,2200
BB517,UTC1000S,RUNNING,R15MSF603,2200,078ENMS018,AMS078EN1006A,22-04-17 17:32,22-04-17 00:33,MTI,FBGA-78UEN,3538,,1091A06T21,,R15MSF204,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 17:32,2200
BB518,UTC1000S,RUNNING,R16MSHE07,2200,096ECMS003,AMS096EC1002A,22-04-17 20:39,22-04-17 00:55,MTI,FBGA-96UEC,5560,,1091A06T41,,R16MSG402,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-17 20:39,2200
BB519,UTC1000S,RUNNING,R16MSCU06,2200,096ECMS010,AMS096EC3001B,22-04-18 07:03,22-04-17 07:55,MTI,FBGA-96UEC,5560,,1091A06T21,,R16MSCV06,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-04-18 07:03,2200
BB520,UTC1000S,IDLE,,,,AAB096EL1017A,,22-04-17 04:21,,,,,,,R16ABIC07,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,,2200
BB521,UTC1000S,RUNNING,R15MSF601,2200,078ENMS018,AMS078EN1006A,22-04-17 15:47,22-04-16 22:48,MTI,FBGA-78UEN,3540,,1091A06T21,,R16MSAR07,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,208.3434,22-04-17 15:47,2200
BB522,UTC1000S,RUNNING,R16MSD311,2200,048TWMS087,AMS048TW1046A,22-04-17 10:41,22-04-17 06:15,MTI,TSOP1-48AM,1977,,1091A07T41,,R16MSD302,TSOP1-48AM,MTI,AMS048TW1046A,1091A07T41,447.2821,22-04-17 10:41,2200
BB523,UTC1000S,IDLE,,,,AAB096EL1017A,,22-04-17 00:47,,,,,,,R16ABIC04,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,,2200
BB524,UTC1000S,RUNNING,R15MSF406,2200,078ENMS018,AMS078EN1006A,22-04-17 14:13,22-04-16 21:02,MTI,FBGA-78UEN,3580,,1091A06T21,,R15MSF203,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-17 14:13,2200
BB525,UTC1000S,RUNNING,R16MSCT01,2200,096ECMS010,AMS096EC3001B,22-04-18 03:31,22-04-17 04:23,MTI,FBGA-96UEC,5561,,,,R15MSC303,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-04-18 03:31,2200
BB526,UTC1000S,RUNNING,R15MSF801,2200,078ENMS018,AMS078EN1006A,22-04-17 20:27,22-04-17 03:36,MTI,FBGA-78UEN,3508,,1091A06T21,,R16BUA305,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,208.3434,22-04-17 20:27,2200
