customer,entity,pass
others,BBC48,Y
others,BBC49,Y
others,BBC50,Y
others,BBC51,Y
others,BBC52,N
others,BBC53,Y
others,BBC54,Y
others,BBC55,Y
others,BBC56,N
others,BBC57,Y
others,BBC58,Y
others,BBC59,Y
others,BBC60,Y
others,BBD01,Y
others,BBD02,Y
others,BBD03,Y
others,BBD09,N
others,BBD10,N
others,BBD11,Y
others,BBD12,N
others,BBD13,Y
others,BBD14,N
others,BBD15,Y
others,BBD16,Y
others,BBD17,Y
others,BBD20,N
others,BBD21,Y
others,BBD22,Y
others,BBD23,Y
others,BBD24,Y
others,BBD35,Y
others,BBD36,Y
others,BBD37,N
others,BBD38,Y
others,BBD39,Y
others,BBD40,Y
others,BBD41,Y
others,BBD42,Y
others,BBD43,Y
others,BBD44,Y
others,BBD48,Y
others,BBD49,N
others,BBD50,Y
others,BBD51,Y
others,BBD52,Y
others,BBD53,Y
others,BBD54,Y
others,BBD55,Y
others,BBD56,Y
others,BBD57,Y
others,BBD58,Y
others,BBD59,Y
others,BBD60,Y
others,BBD61,Y
others,BBD62,Y
others,BBD63,Y
others,BBD64,Y
others,BBD65,Y
others,BBD66,Y
others,BBD67,Y
others,BBD81,Y
others,BBH08,Y
others,BBH09,Y
others,BBH10,Y
others,BBH11,Y
others,BBH12,Y
others,BBH13,Y
others,BBH14,Y
others,BBH15,N
others,BBH16,Y
others,BBH17,Y
others,BBH18,Y
others,BBH19,Y
others,BBH20,Y
others,BBH21,Y
others,BBH22,Y
others,BBH23,N
others,BBH24,Y
others,BBH25,N
others,BBH26,Y
others,BBH27,Y
others,BBH28,N
others,BBH29,Y
others,BBH30,N
others,BBH31,N
others,BBH32,Y
others,BBH33,Y
others,BBH34,Y
others,BBH35,Y
others,BBH36,Y
others,BBH37,N
others,BBH38,Y
others,BBH39,Y
others,BBH40,N
others,BBH41,Y
others,BBH42,Y
others,BBH43,Y
others,BBH44,N
others,BBH45,Y
others,BBH46,Y
others,BBH47,Y
others,BBH48,N
others,BBH49,Y
others,BBH50,Y
others,BBH51,N
others,BBH52,Y
others,BBH53,Y
others,BBH54,Y
others,BBH55,Y
others,BBH56,Y
others,BBH57,N
others,BBH58,Y
others,BBH59,Y
others,BBH60,Y
others,BBH61,Y
others,BBH62,N
others,BBH63,Y
others,BBH64,Y
others,BBH65,Y
others,BBH66,Y
others,BBH67,N
others,BBH68,Y
others,BBH69,Y
others,BBH70,Y
others,BBH96,N
others,BBH97,Y
others,BBH98,Y
others,BBJ01,Y
others,BBJ02,Y
others,BBJ03,Y
others,BBK27,Y
others,BBK28,Y
others,BBK29,Y
others,BBK30,Y
others,BBK31,Y
others,BBK32,Y
others,BBK33,Y
others,BBK34,Y
others,BBK35,Y
others,BBK36,Y
others,BBK37,Y
others,BBK38,Y
others,BBK39,Y
others,BBK40,Y
others,BBK41,Y
others,BBK42,Y
others,BBK43,Y
others,BBK44,Y
others,BBK45,Y
others,BBK46,Y
others,BBK47,Y
others,BBK48,Y
others,BBK49,Y
others,BBL01,Y
others,BBL02,Y
others,BBL03,Y
others,BBL04,Y
others,BBL05,Y
others,BBL16,Y
others,BBL17,N
others,BBL18,Y
others,BBL19,Y
others,BBL20,Y
others,BBL21,Y
others,BBL22,Y
others,BBM01,Y
others,BBM02,Y
others,BBM03,Y
others,BBM04,N
others,BBM05,Y
others,BBM06,N
others,BBM07,N
others,BBR01,Y
others,BBR02,N
others,BBR03,N
others,BBR04,Y
others,BBR05,Y
others,BBR06,Y
others,BBR07,N
others,BBR08,N
others,BBR09,N
others,BBR10,Y
others,BBR11,Y
others,BBR12,Y
others,BBR13,Y
others,BBR14,Y
others,BBR15,Y
others,BBR16,Y
others,BBR17,N
others,BBR18,Y
others,BBR19,N
others,BBR20,Y
others,BBR21,Y
others,BBR22,Y
others,BBR23,Y
others,BBR24,N
others,BBR25,Y
others,BBR26,Y
others,BBR27,N
others,BBR28,N
others,BBR29,Y
others,BBR30,N
others,BBR31,Y
others,BBR32,N
others,BBR33,Y
others,BBR34,Y
others,BBR35,Y
others,BBR36,N
others,BBR37,Y
others,BBR38,Y
others,BBR39,Y
others,BBR40,Y
others,BBR41,Y
others,BBR42,Y
others,BBR43,N
others,BBR44,N
others,BBR45,Y
others,BBR46,Y
others,BBR47,Y
others,BBR48,Y
others,BBR49,Y
others,BBR50,N
others,BBR51,N
others,BBR52,Y
others,BBR53,Y
others,BBR54,N
others,BBR55,Y
others,BBR56,N
others,BBR57,Y
others,BBR58,Y
others,BBR59,Y
others,BBR60,Y
others,BBR61,Y
others,BBR62,Y
others,BBR63,Y
others,BBR64,N
others,BBR65,N
others,BBR66,N
others,BBR67,N
others,BBR68,Y
others,BBR69,N
others,BBR70,Y
others,BBR71,Y
others,BBR72,Y
others,BBR73,Y
others,BBR74,N
others,BBR75,N
others,BBR76,Y
others,BBR77,Y
others,BBR78,N
others,BBR79,N
others,BBR80,N
others,BBR81,Y
others,BBR82,N
others,BBR83,Y
others,BBR84,N
others,BBR85,N
others,BBR86,N
others,BBR87,Y
others,BBR88,N
others,BBR89,N
others,BBR90,N
others,BBR91,Y
others,BBR92,Y
others,BBR93,Y
others,BBR94,Y
others,BBR95,N
others,BBR96,Y
others,BBR97,Y
others,BBR98,N
others,BBR99,N
others,BBRA1,N
others,BBRA2,N
others,BBRA3,Y
others,BBRA4,N
others,BBRA5,N
others,BBRA6,Y
others,BBRA7,N
others,BBRA8,N
others,BBRA9,Y
others,BBRB1,Y
others,BBRB2,N
others,BBRB3,Y
others,BBRB4,N
others,BBRB5,N
others,BBRB6,N
others,BBRB7,N
others,BBRB8,N
others,BBRB9,N
others,BBRC1,Y
others,BBRC2,N
others,BBRC3,N
others,BBRC4,Y
others,BBRC5,N
others,BBRC6,N
others,BBRC7,N
others,BBRC8,N
others,BBRC9,N
others,BBRD1,N
others,BBRD2,N
others,BBRD3,N
others,BBRD4,N
others,BBRD5,N
others,BBRD6,N
others,BBRD7,N
others,BBRD8,N
others,BBRD9,N
others,BBRF1,N
others,BBRF2,N
others,BBRF3,N
others,BBRF4,N
others,BBRF5,N
others,BBS01,Y
others,BBS02,Y
others,BBS03,Y
others,BBS04,Y
others,BBS05,Y
others,BBS06,N
others,BBS07,Y
others,BBS08,Y
others,BBS09,Y
others,BBS10,Y
others,BBU01,Y
others,BBU02,Y
others,BBU03,Y
others,BBU04,Y
others,BBU05,N
others,BBU06,Y
others,BBU07,Y
others,BBU08,Y
others,BBU09,Y
others,BBU10,Y
others,BBU11,Y
others,BBU12,Y
others,BBU13,Y
others,BBU14,N
others,BBU15,Y
others,BBU16,Y
others,BBU17,Y
others,BBU18,Y
others,BBU19,N
others,BBU20,Y
others,BBU21,Y
others,BBU22,Y
others,BBU23,Y
others,BBU24,Y
others,BBU25,Y
others,BBU26,Y
others,BBU27,Y
others,BBU28,Y
others,BBU29,Y
others,BBU30,Y
others,BBU31,Y
others,BBU32,Y
others,BBU33,N
others,BBU34,Y
others,BBU35,Y
others,BBU36,Y
others,BBU37,Y
others,BBU38,Y
others,BBU39,Y
others,BBU40,Y
others,BBU41,Y
others,BBU42,Y
others,BBU43,Y
others,BBU44,Y
others,BBU45,Y
others,BBU46,Y
others,BBU47,Y
others,BBU48,Y
others,BBU49,Y
others,BBU50,Y
others,BBU51,Y
others,BBU52,Y
others,BBU53,Y
others,BBU54,N
others,BBU55,Y
others,BBU56,Y
others,BBU57,N
others,BBU58,Y
others,BBU59,N
others,BBU60,Y
others,BBU61,Y
others,BBU62,Y
others,BBU63,Y
others,BBU64,Y
others,BBU65,Y
others,BBU66,Y
others,BBU67,Y
others,BBU68,Y
others,BBU69,Y
others,BBU70,Y
others,BBU71,Y
others,BBU72,Y
others,BBU73,Y
others,BBU74,Y
others,BBU75,Y
others,BBU76,Y
others,BBU77,Y
others,BBU78,Y
others,BBU79,Y
others,BBU80,Y
others,BBU81,Y
others,BBU82,Y
others,BBU83,Y
others,BBU84,Y
others,BBU85,Y
others,BBU86,Y
others,BBU87,Y
others,BBU88,Y
others,BBU89,Y
others,BBU90,Y
others,BBU91,Y
others,BBU92,Y
others,BBU93,Y
others,BBU94,Y
others,BBU95,Y
others,BBU96,Y
others,BBU97,Y
others,BBU98,Y
others,BBU99,Y
others,BBUA1,Y
others,BBUA2,Y
others,BBUA3,Y
others,BBUA4,Y
others,BBUA5,Y
others,BBUA6,Y
others,BBUA7,Y
others,BBUA8,Y
others,BBUA9,Y
others,BBUB1,Y
others,BBUB2,Y
others,BBUB3,Y
others,BBUB4,Y
others,BBUB5,Y
others,BBUB6,Y
others,BBUB7,Y
MTI,BB211,N
MTI,BB212,N
MTI,BB213,Y
MTI,BB214,N
MTI,BB215,N
MTI,BB216,Y
MTI,BB217,Y
MTI,BB218,Y
MTI,BB219,N
MTI,BB220,N
MTI,BB221,N
MTI,BB222,N
MTI,BB223,N
MTI,BB224,N
MTI,BB225,N
MTI,BB226,N
MTI,BB227,N
MTI,BB228,N
MTI,BB229,N
MTI,BB230,N
MTI,BB231,N
MTI,BB232,N
MTI,BB233,N
MTI,BB234,N
MTI,BB235,N
MTI,BB441,N
MTI,BB442,Y
MTI,BB443,N
MTI,BB444,Y
MTI,BB445,Y
MTI,BB446,N
MTI,BB447,Y
MTI,BB448,Y
MTI,BB449,Y
MTI,BB450,N
MTI,BB451,N
MTI,BB452,N
MTI,BB453,Y
MTI,BB454,Y
MTI,BB455,N
MTI,BB456,Y
MTI,BB457,Y
MTI,BB458,N
MTI,BB459,Y
MTI,BB460,Y
MTI,BB461,N
MTI,BB462,N
MTI,BB463,Y
MTI,BB465,N
MTI,BB466,Y
MTI,BB467,N
MTI,BB468,Y
MTI,BB469,N
MTI,BB470,Y
MTI,BB471,Y
MTI,BB472,N
MTI,BB473,Y
MTI,BB474,N
MTI,BB475,Y
MTI,BB476,Y
MTI,BB477,Y
MTI,BB478,Y
MTI,BB479,N
MTI,BB480,Y
MTI,BB481,Y
MTI,BB482,Y
MTI,BB483,Y
MTI,BB484,Y
MTI,BB485,N
MTI,BB486,Y
MTI,BB487,Y
MTI,BB488,Y
MTI,BB489,N
MTI,BB490,N
MTI,BB496,N
MTI,BB497,N
MTI,BB498,N
MTI,BB499,Y
MTI,BB500,Y
MTI,BB501,N
MTI,BB502,N
MTI,BB503,Y
MTI,BB504,Y
MTI,BB505,Y
MTI,BB506,N
MTI,BB507,Y
MTI,BB508,N
MTI,BB509,N
MTI,BB510,Y
MTI,BB511,N
MTI,BB512,Y
MTI,BB513,N
MTI,BB514,N
MTI,BB515,N
MTI,BB516,Y
MTI,BB517,N
MTI,BB518,Y
MTI,BB519,Y
MTI,BB520,Y
MTI,BB521,N
MTI,BB522,Y
MTI,BB523,Y
MTI,BB524,Y
MTI,BB525,Y
MTI,BB526,N
MTI,BB527,Y
MTI,BB528,N
MTI,BB529,N
MTI,BB530,N
MTI,BB531,N
MTI,BB532,Y
MTI,BB533,Y
MTI,BB534,Y
MTI,BB535,Y
MTI,BB536,N
MTI,BB537,N
MTI,BB538,N
MTI,BB539,Y
MTI,BB540,Y
MTI,BB541,Y
MTI,BB542,N
MTI,BB543,Y
MTI,BB544,N
MTI,BB545,N
MTI,BB546,N
MTI,BB547,N
MTI,BB548,N
MTI,BB549,Y
MTI,BB550,N
MTI,BB551,Y
MTI,BB552,Y
MTI,BB553,N
MTI,BB554,N
MTI,BB555,N
MTI,BB556,N
MTI,BB557,Y
MTI,BB558,Y
MTI,BB559,Y
MTI,BB560,N
MTI,BB561,Y
MTI,BB562,N
MTI,BB563,N
MTI,BB564,N
MTI,BB565,N
MTI,BB566,Y
MTI,BB567,Y
MTI,BB568,Y
MTI,BB569,Y
MTI,BB570,Y
MTI,BB571,N
MTI,BB572,Y
MTI,BB573,N
MTI,BB574,N
MTI,BB575,N
MTI,BB576,Y
MTI,BB577,Y
MTI,BB578,N
MTI,BB579,N
MTI,BB580,Y
MTI,BB581,Y
MTI,BB582,N
MTI,BB583,N
MTI,BB584,Y
MTI,BB585,N
MTI,BB586,N
MTI,BB587,Y
MTI,BB588,Y
MTI,BB589,Y
MTI,BB590,N
MTI,BB591,Y
MTI,BB592,N
MTI,BB593,Y
MTI,BB594,Y
MTI,BB595,N
MTI,BB596,Y
MTI,BB597,N
MTI,BB598,Y
MTI,BB599,N
MTI,BB600,N
MTI,BB601,N
MTI,BB602,Y
MTI,BB603,N
MTI,BB604,Y
MTI,BB605,Y
MTI,BB606,Y
MTI,BB607,N
MTI,BB608,Y
MTI,BB609,N
MTI,BB610,Y
MTI,BB611,Y
MTI,BB612,N
MTI,BB613,N
MTI,BB614,Y
MTI,BB615,Y
MTI,BB616,N
MTI,BB617,Y
MTI,BB618,N
MTI,BB619,N
MTI,BB620,Y
MTI,BB621,Y
MTI,BB622,Y
MTI,BB623,Y
MTI,BB624,Y
MTI,BB701,N
MTI,BB702,Y
MTI,BB703,N
MTI,BB704,Y
MTI,BB705,N
MTI,BB706,Y
MTI,BB707,N
MTI,BB708,N
MTI,BB709,Y
MTI,BB710,Y
MTI,BB711,Y
MTI,BB712,N
MTI,BB713,N
MTI,BB714,Y
MTI,BB715,Y
MTI,BB716,Y
MTI,BB717,Y
MTI,BB718,Y
MTI,BB719,Y
MTI,BB720,Y
MTI,BB721,N
MTI,BB722,Y
MTI,BB723,Y
MTI,BB724,N
MTI,BB725,Y
MTI,BB726,N
MTI,BB727,Y
MTI,BB728,N
MTI,BB729,Y
MTI,BB730,N
MTI,BB731,Y
MTI,BB732,N
MTI,BB733,N
MTI,BB734,N
MTI,BB735,Y
MTI,BB736,N
MTI,BB737,N
MTI,BB738,Y
MTI,BB745,N
MTI,BB746,Y
MTI,BB747,N
MTI,BB748,N
MTI,BB749,Y
MTI,BB750,N
MTI,BB751,Y
MTI,BB752,N
MTI,BB753,Y
MTI,BB754,Y
MTI,BB755,N
MTI,BB756,N
MTI,BB757,N
MTI,BB758,N
MTI,BB759,Y
MTI,BB760,N
MTI,BB761,Y
MTI,BB762,N
MTI,BB763,N
MTI,BB764,N
MTI,BB765,N
MTI,BB766,N
MTI,BB767,N
MTI,BB768,N
MTI,BB769,Y
MTI,BB770,Y
MTI,BB771,N
MTI,BB772,N
MTI,BB773,N
MTI,BB774,Y
MTI,BB775,N
MTI,BB776,N
MTI,BB777,N
MTI,BB778,N
MTI,BB779,N
MTI,BB780,N
MTI,BB781,N
MTI,BB782,N
MTI,BB783,N
MTI,BB784,N
MTI,BB785,N
MTI,BB786,N
MTI,BB787,N
MTI,BB788,N
MTI,BB789,N
MTI,BB790,N
MTI,BB791,N
MTI,BB801,Y
MTI,BB802,Y
MTI,BB803,Y
MTI,BB804,Y
MTI,BB805,Y
MTI,BB806,Y
MTI,BB807,Y
MTI,BB808,Y
MTI,BB809,Y
MTI,BB810,Y
MTI,BB811,Y
MTI,BB812,Y
MTI,BB813,Y
MTI,BB814,Y
MTI,BB815,Y
MTI,BB816,Y
MTI,BB817,Y
MTI,BB818,Y
MTI,BB819,Y
MTI,BB821,Y
MTI,BB822,Y
MTI,BB823,Y
MTI,BB824,Y
MTI,BB825,Y
MTI,BB826,Y
MTI,BB827,Y
MTI,BB828,Y
MTI,BB831,Y
MTI,BB832,Y
MTI,BB833,Y
MTI,BB834,Y
MTI,BB835,Y
MTI,BB836,Y
MTI,BB837,Y
MTI,BB838,N
MTI,BB839,Y
MTI,BB840,Y
MTI,BB841,Y
MTI,BB842,Y
MTI,BB843,Y
MTI,BB844,Y
MTI,BB845,Y
MTI,BB846,Y
MTI,BB847,Y
MTI,BB848,Y
MTI,BB849,Y
MTI,BB850,Y
MTI,BB851,Y
MTI,BB852,Y
MTI,BB853,Y
MTI,BB854,Y
MTI,BB855,Y
MTI,BB856,Y
MTI,BB857,Y
MTI,BB858,Y
MTI,BB859,Y
MTI,BB860,Y
MTI,BB861,Y
MTI,BB862,Y
MTI,BB863,Y
MTI,BB864,Y
MTI,BB865,Y
MTI,BB866,Y
MTI,BB867,Y
MTI,BB868,Y
MTI,BB869,Y
MTI,BB870,Y
MTI,BB871,Y
MTI,BB872,Y
MTI,BB873,Y
MTI,BB874,Y
MTI,BB875,Y
MTI,BB876,Y
MTI,BB877,Y
MTI,BB878,Y
MTI,BB879,N
MTI,BB880,Y
MTI,BB881,Y
MTI,BB882,Y
MTI,BB883,Y
MTI,BB884,Y
MTI,BB885,Y
MTI,BB886,Y
MTI,BB887,Y
MTI,BB888,Y
MTI,BB889,Y
MTI,BB890,N
MTI,BB891,Y
MTI,BB892,Y
MTI,BB893,Y
MTI,BB894,Y
MTI,BB895,Y
MTI,BB896,Y
MTI,BB897,Y
MTI,BB898,Y
MTI,BB899,Y
MTI,BB900,Y
MTI,BB901,Y
MTI,BB902,Y
MTI,BB903,Y
MTI,BB904,Y
MTI,BB905,Y
MTI,BB906,N
MTI,BB907,Y
MTI,BB908,Y
MTI,BB909,Y
MTI,BB910,Y
MTI,BB911,Y
MTI,BB912,Y
MTI,BB913,Y
MTI,BB914,N
MTI,BB915,N
MTI,BB916,Y
MTI,BB917,Y
MTI,BB918,Y
MTI,BB919,Y
MTI,BB920,Y
MTI,BB921,N
MTI,BB922,Y
MTI,BB923,Y
MTI,BB924,Y
MTI,BB925,N
MTI,BB926,Y
MTI,BB929,Y
MTI,BB930,Y
MTI,BB931,Y
MTI,BB932,Y
MTI,BB933,Y
MTI,BB938,Y
MTI,BBA01,Y
MTI,BBA02,N
MTI,BBA03,N
MTI,BBA04,Y
MTI,BBA05,Y
MTI,BBA06,N
MTI,BBA07,N
MTI,BBA08,N
MTI,BBA09,N
MTI,BBA10,N
MTI,BBA11,N
MTI,BBA12,N
MTI,BBA13,N
MTI,BBA14,N
MTI,BBA15,N
MTI,BBA16,N
MTI,BBA17,Y
MTI,BBA18,N
MTI,BBA19,N
MTI,BBA20,N
MTI,BBA22,N
MTI,BBA23,N
MTI,BBA24,N
MTI,BBA25,N
MTI,BBA26,N
MTI,BBA27,N
MTI,BBA28,N
MTI,BBA29,N
MTI,BBA30,N
MTI,BBA31,N
MTI,BBB01,Y
MTI,BBB02,N
MTI,BBB03,N
MTI,BBB04,Y
MTI,BBB05,N
MTI,BBB06,Y
MTI,BBB07,N
