wrto_route,wrto_oper,wrto_seq_num,wrto_opr_shrt_desc
BGA248,2060,9,2IP
BGA248,2061,10,UV
BGA248,2070,11,D/A
BGA248,2080,12,D/A CURE
BGA248,2150,13,PLASMA
BGA248,2090,14,POST D/A Q
BGA248,2200,15,W/B
BGA248,2210,16,3IP
BGA248,2250,17,PLASMA
BGA248,2230,18,M/D QUEUE
BGA248,2300,19,M/D
BGA248,6000,20,WTC2
BGA248,2330,21,PMC
BGA248,2320,22,T/M
BGA248,2405,23,PLASMA
BGA248,2410,24,S/P
BGA248,2430,25,F/S
BGA248,2440,26,O/S
BGA248,2450,27,L/S
BGA248,2460,28,F/V
BGA248,2470,29,4IP
BGA248,2480,30,PACK
BGA248,2490,31,SHIP
BGA252,2000,1,IQC
BGA252,2058,2,RWTC
BGA252,2050,3,A31
BGA252,2060,4,2IP
BGA252,2070,5,D/A
BGA252,2080,6,D/A CURE
BGA252,2150,7,PLASMA
BGA252,2090,8,POST D/A Q
BGA252,2200,9,W/B
BGA252,2210,10,3IP
BGA252,2250,11,PLASMA
BGA252,2230,12,M/D QUEUE
BGA252,2300,13,M/D
BGA252,2320,14,T/M
BGA252,6000,15,WTC2
BGA252,2330,16,PMC
BGA252,2405,17,PLASMA
BGA252,2418,18,WTC
BGA252,2410,19,S/P
BGA252,2430,20,F/S
BGA252,2435,21,P/P
BGA252,2440,22,O/S
BGA252,2450,23,L/S
BGA252,2460,24,F/V
BGA252,2470,25,4IP
BGA252,2480,26,PACK
BGA252,2490,27,SHIP
BGA254,2000,1,IQC
BGA254,2003,2,TPM
BGA254,2005,3,TAPING
BGA254,2010,4,LAPPING
BGA254,2020,5,A21 QUEUE
BGA254,2030,6,W/M
BGA254,2040,7,D/S
BGA254,2050,8,A31
BGA254,2060,9,2IP
BGA254,2061,10,UV
BGA254,2070,11,D/A
BGA254,2080,12,D/A CURE
BGA254,2150,13,PLASMA
BGA254,2090,14,POST D/A Q
BGA254,2200,15,W/B
BGA254,2209,16,BMP
BGA254,2210,17,3IP
BGA254,2250,18,PLASMA
BGA254,2230,19,M/D QUEUE
BGA254,2300,20,M/D
BGA254,2320,21,T/M
BGA254,6000,22,WTC2
BGA254,2330,23,PMC
BGA254,2405,24,PLASMA
BGA254,2418,25,WTC
BGA254,2410,26,S/P
BGA254,2430,27,F/S
BGA254,2435,28,P/P
BGA254,2440,29,O/S
BGA254,2450,30,L/S
BGA254,2460,31,F/V
BGA254,2470,32,4IP
BGA254,2480,33,PACK
BGA254,2490,34,SHIP
BGA290,2000,1,IQC
BGA290,2003,2,TPM
BGA290,2005,3,TAPING
BGA290,2010,4,LAPPING
BGA290,2020,5,A21 QUEUE
BGA290,2030,6,W/M
BGA290,2040,7,D/S
BGA290,2050,8,A31
BGA290,2056,9,AOI
BGA290,2059,10,AOIR
BGA290,2060,11,2IP
BGA290,2070,12,D/A
BGA290,2080,13,D/A CURE
BGA290,2150,14,PLASMA
BGA290,2090,15,POST D/A Q
BGA290,2200,16,W/B
BGA290,2205,17,A41
BGA290,2209,18,BMP
BGA290,2210,19,3IP
BGA290,2250,20,PLASMA
BGA290,2230,21,M/D QUEUE
BGA290,2300,22,M/D
BGA290,2320,23,T/M
BGA290,6000,24,WTC2
BGA290,2330,25,PMC
BGA290,2430,26,F/S
BGA290,2435,27,P/P
BGA290,2450,28,L/S
BGA290,2460,29,F/V
BGA290,2470,30,4IP
BGA290,2480,31,PACK
BGA290,2490,32,SHIP
BGA319,2000,1,IQC
BGA319,2003,2,TPM
BGA319,2005,3,TAPING
BGA319,2010,4,LAPPING
BGA319,2020,5,A21 QUEUE
BGA319,2030,6,W/M
BGA319,2040,7,D/S
BGA319,2050,8,A31
BGA319,2060,9,2IP
BGA319,2070,10,D/A
BGA319,2080,11,D/A CURE
BGA319,2150,12,PLASMA
BGA319,2090,13,POST D/A Q
BGA319,2200,14,W/B
BGA319,2205,15,A41
BGA319,2210,16,3IP
BGA319,2250,17,PLASMA
BGA319,2230,18,M/D QUEUE
BGA319,2300,19,M/D
BGA319,2310,20,B/M
BGA319,2330,21,PMC
BGA319,6008,22,SLB
BGA319,2461,23,FV2
BGA319,2460,24,F/V
BGA319,2470,25,4IP
BGA319,2480,26,PACK
BGA319,2490,27,SHIP
BGA327,2000,1,IQC
BGA327,2003,2,TPM
BGA327,2005,3,TAPING
BGA327,2010,4,LAPPING
BGA327,2020,5,A21 QUEUE
BGA327,2030,6,W/M
BGA327,2040,7,D/S
BGA327,2050,8,A31
BGA327,2056,9,AOI
BGA327,2059,10,AOIR
BGA327,2060,11,2IP
BGA327,2070,12,D/A
BGA327,2080,13,D/A CURE
BGA327,2150,14,PLASMA
BGA327,2090,15,POST D/A Q
BGA327,2200,16,W/B
BGA327,2205,17,A41
BGA327,2209,18,BMP
BGA327,2210,19,3IP
BGA327,2250,20,PLASMA
BGA327,2230,21,M/D QUEUE
BGA327,2300,22,M/D
BGA327,2320,23,T/M
BGA327,6000,24,WTC2
BGA327,2330,25,PMC
BGA327,2405,26,PLASMA
BGA327,2410,27,S/P
BGA327,2430,28,F/S
BGA327,2435,29,P/P
BGA327,2440,30,O/S
BGA327,2450,31,L/S
BGA327,2460,32,F/V
BGA327,2470,33,4IP
BGA327,2480,34,PACK
BGA327,2490,35,SHIP
BGA345,2000,1,IQC
BGA345,2003,2,TPM
BGA345,2005,3,TAPING
BGA345,2010,4,LAPPING
BGA345,2020,5,A21 QUEUE
BGA345,2030,6,W/M
BGA345,2040,7,D/S
BGA345,2050,8,A31
BGA345,2060,9,2IP
BGA345,2070,10,D/A
BGA345,2080,11,D/A CURE
BGA345,2150,12,PLASMA
BGA345,2090,13,POST D/A Q
BGA345,2200,14,W/B
BGA345,2209,15,BMP
BGA345,2210,16,3IP
BGA345,2250,17,PLASMA
BGA345,2230,18,M/D QUEUE
BGA345,2300,19,M/D
BGA345,2320,20,T/M
BGA345,6000,21,WTC2
BGA345,2330,22,PMC
BGA345,2405,23,PLASMA
BGA345,2418,24,WTC
BGA345,2410,25,S/P
BGA345,2430,26,F/S
BGA345,2435,27,P/P
BGA345,2440,28,O/S
BGA345,2450,29,L/S
BGA345,2460,30,F/V
BGA345,2470,31,4IP
BGA345,2480,32,PACK
BGA345,2490,33,SHIP
BGA359,2000,1,IQC
BGA359,2003,2,TPM
BGA359,2005,3,TAPING
BGA359,2010,4,LAPPING
BGA359,2020,5,A21 QUEUE
BGA359,2030,6,W/M
BGA359,2040,7,D/S
BGA359,2050,8,A31
BGA359,2056,9,AOI
BGA359,2059,10,AOIR
BGA359,2060,11,2IP
BGA359,2070,12,D/A
BGA359,2080,13,D/A CURE
BGA359,2150,14,PLASMA
BGA359,2090,15,POST D/A Q
BGA359,2200,16,W/B
BGA359,2205,17,A41
BGA359,2210,18,3IP
BGA359,2250,19,PLASMA
BGA359,2230,20,M/D QUEUE
BGA359,2300,21,M/D
BGA359,2310,22,B/M
BGA359,2330,23,PMC
BGA359,6008,24,SLB
BGA359,2461,25,FV2
BGA359,2460,26,F/V
BGA359,2470,27,4IP
BGA359,2480,28,PACK
BGA359,2490,29,SHIP
BGA361,2000,1,IQC
BGA361,2003,2,TPM
BGA361,2005,3,TAPING
BGA361,2010,4,LAPPING
BGA361,2020,5,A21 QUEUE
BGA361,2030,6,W/M
BGA361,2040,7,D/S
BGA361,2050,8,A31
BGA361,2056,9,AOI
BGA361,2059,10,AOIR
BGA361,2060,11,2IP
BGA361,2070,12,D/A
BGA361,2080,13,D/A CURE
BGA361,2150,14,PLASMA
BGA361,2090,15,POST D/A Q
BGA361,2200,16,W/B
BGA361,2209,17,BMP
BGA361,2210,18,3IP
BGA361,2250,19,PLASMA
BGA361,2230,20,M/D QUEUE
BGA361,2300,21,M/D
BGA361,2320,22,T/M
BGA361,2330,23,PMC
BGA361,2405,24,PLASMA
BGA361,2418,25,WTC
BGA361,2410,26,S/P
BGA361,2430,27,F/S
BGA361,2435,28,P/P
BGA361,2440,29,O/S
BGA361,2450,30,L/S
BGA361,2460,31,F/V
BGA361,2470,32,4IP
BGA361,2480,33,PACK
BGA361,2490,34,SHIP
BGA365,2000,1,IQC
BGA365,2003,2,TPM
BGA365,2005,3,TAPING
BGA365,2010,4,LAPPING
BGA365,2020,5,A21 QUEUE
BGA365,2030,6,W/M
BGA365,2040,7,D/S
BGA365,2050,8,A31
BGA365,2060,9,2IP
BGA365,2070,10,D/A
BGA365,2080,11,D/A CURE
BGA365,2150,12,PLASMA
BGA365,2090,13,POST D/A Q
BGA365,2200,14,W/B
BGA365,2209,15,BMP
BGA365,2210,16,3IP
BGA365,2250,17,PLASMA
BGA365,2230,18,M/D QUEUE
BGA365,2300,19,M/D
BGA365,2320,20,T/M
BGA365,6000,21,WTC2
BGA365,2330,22,PMC
BGA365,2405,23,PLASMA
BGA365,2418,24,WTC
BGA365,2410,25,S/P
BGA365,2430,26,F/S
BGA365,2435,27,P/P
BGA365,2440,28,O/S
BGA365,2450,29,L/S
BGA365,2460,30,F/V
BGA365,2470,31,4IP
BGA365,2480,32,PACK
BGA365,2490,33,SHIP
BGA381,2000,1,IQC
BGA381,2003,2,TPM
BGA381,2005,3,TAPING
BGA381,2010,4,LAPPING
BGA381,2020,5,A21 QUEUE
BGA381,2030,6,W/M
BGA381,2040,7,D/S
BGA381,2050,8,A31
BGA381,2056,9,AOI
BGA381,2059,10,AOIR
BGA381,2060,11,2IP
BGA381,2070,12,D/A
BGA381,2080,13,D/A CURE
BGA381,2150,14,PLASMA
BGA381,2090,15,POST D/A Q
BGA381,2200,16,W/B
BGA381,2209,17,BMP
BGA381,2210,18,3IP
BGA381,2250,19,PLASMA
BGA381,2230,20,M/D QUEUE
BGA381,2300,21,M/D
BGA381,2320,22,T/M
BGA381,6000,23,WTC2
BGA381,2330,24,PMC
BGA381,2405,25,PLASMA
BGA381,2418,26,WTC
BGA381,2410,27,S/P
BGA381,2430,28,F/S
BGA381,2435,29,P/P
BGA381,2440,30,O/S
BGA381,2450,31,L/S
BGA381,2460,32,F/V
BGA381,2470,33,4IP
BGA381,2480,34,PACK
BGA381,2490,35,SHIP
BGA40,2000,1,IQC
BGA40,2003,2,TPM
BGA40,2005,3,TAPING
BGA40,2010,4,LAPPING
BGA40,2020,5,A21 QUEUE
BGA40,2030,6,W/M
BGA40,2040,7,D/S
BGA40,2050,8,A31
BGA40,2060,9,2IP
BGA40,2061,10,UV
BGA40,2070,11,D/A
BGA40,2080,12,D/A CURE
BGA40,2150,13,PLASMA
BGA40,2090,14,POST D/A Q
BGA40,2200,15,W/B
BGA40,2210,16,3IP
BGA40,2250,17,PLASMA
BGA40,2230,18,M/D QUEUE
BGA40,2300,19,M/D
BGA40,2320,20,T/M
BGA40,6000,21,WTC2
BGA40,2330,22,PMC
BGA40,2405,23,PLASMA
BGA40,2418,24,WTC
BGA40,2410,25,S/P
BGA40,2430,26,F/S
BGA40,2440,27,O/S
BGA40,2450,28,L/S
BGA40,2460,29,F/V
BGA40,2470,30,4IP
BGA40,2480,31,PACK
BGA40,2490,32,SHIP
BGA402,2000,1,IQC
BGA402,2003,2,TPM
BGA402,2005,3,TAPING
BGA402,2010,4,LAPPING
BGA402,2020,5,A21 QUEUE
BGA402,2030,6,W/M
BGA402,2040,7,D/S
BGA402,2050,8,A31
BGA402,2056,9,AOI
BGA402,2059,10,AOIR
BGA402,2060,11,2IP
BGA402,2061,12,UV
BGA402,2070,13,D/A
BGA402,2080,14,D/A CURE
BGA402,2150,15,PLASMA
BGA402,2090,16,POST D/A Q
BGA402,2200,17,W/B
BGA402,2210,18,3IP
BGA402,2250,19,PLASMA
BGA402,2230,20,M/D QUEUE
BGA402,2300,21,M/D
BGA402,2320,22,T/M
BGA402,6000,23,WTC2
BGA402,2330,24,PMC
BGA402,2405,25,PLASMA
BGA402,2418,26,WTC
BGA402,2410,27,S/P
BGA402,2430,28,F/S
BGA402,2440,29,O/S
BGA402,2450,30,L/S
BGA402,2460,31,F/V
BGA402,2470,32,4IP
BGA402,2480,33,PACK
BGA402,2490,34,SHIP
BGA405,2000,1,IQC
BGA405,2003,2,TPM
BGA405,2005,3,TAPING
BGA405,2010,4,LAPPING
BGA405,2020,5,A21 QUEUE
BGA405,2030,6,W/M
BGA405,2040,7,D/S
BGA405,2050,8,A31
BGA405,2056,9,AOI
BGA405,2059,10,AOIR
BGA405,2060,11,2IP
BGA405,2061,12,UV
BGA405,2070,13,D/A
BGA405,2080,14,D/A CURE
BGA405,2150,15,PLASMA
BGA405,2090,16,POST D/A Q
BGA405,2200,17,W/B
BGA405,2210,18,3IP
BGA405,2250,19,PLASMA
BGA405,2230,20,M/D QUEUE
BGA405,2300,21,M/D
BGA405,2320,22,T/M
BGA405,6000,23,WTC2
BGA405,2330,24,PMC
BGA405,2405,25,PLASMA
BGA405,2418,26,WTC
BGA405,2410,27,S/P
BGA405,2430,28,F/S
BGA405,2440,29,O/S
BGA405,2450,30,L/S
BGA405,2460,31,F/V
BGA405,2470,32,4IP
BGA405,2480,33,PACK
BGA405,2490,34,SHIP
BGA445,2000,1,IQC
BGA445,2003,2,TPM
BGA445,2005,3,TAPING
BGA445,2010,4,LAPPING
BGA445,2020,5,A21 QUEUE
BGA445,2030,6,W/M
BGA445,2040,7,D/S
BGA445,2050,8,A31
BGA445,2060,9,2IP
BGA445,2070,10,D/A
BGA445,2080,11,D/A CURE
BGA445,2150,12,PLASMA
BGA445,2090,13,POST D/A Q
BGA445,2200,14,W/B
BGA445,2209,15,BMP
BGA445,2210,16,3IP
BGA445,2250,17,PLASMA
BGA445,2230,18,M/D QUEUE
BGA445,2300,19,M/D
BGA445,2320,20,T/M
BGA445,6000,21,WTC2
BGA445,2330,22,PMC
BGA445,2405,23,PLASMA
BGA445,2418,24,WTC
BGA445,2410,25,S/P
BGA445,2430,26,F/S
BGA445,2435,27,P/P
BGA445,2440,28,O/S
BGA445,2450,29,L/S
BGA445,2460,30,F/V
BGA445,2470,31,4IP
BGA445,2480,32,PACK
BGA445,2490,33,SHIP
BGA448,2000,1,IQC
BGA448,2003,2,TPM
BGA448,2005,3,TAPING
BGA448,2010,4,LAPPING
BGA448,2020,5,A21 QUEUE
BGA448,2030,6,W/M
BGA448,2040,7,D/S
BGA448,2050,8,A31
BGA448,2056,9,AOI
BGA448,2059,10,AOIR
BGA448,2060,11,2IP
BGA448,2070,12,D/A
BGA448,2080,13,D/A CURE
BGA448,2150,14,PLASMA
BGA448,2090,15,POST D/A Q
BGA448,2200,16,W/B
BGA448,2210,17,3IP
BGA448,2250,18,PLASMA
BGA448,2230,19,M/D QUEUE
BGA448,2300,20,M/D
BGA448,2320,21,T/M
BGA448,6000,22,WTC2
BGA448,2330,23,PMC
BGA448,2405,24,PLASMA
BGA448,2418,25,WTC
BGA448,2410,26,S/P
BGA448,2430,27,F/S
BGA448,2435,28,P/P
BGA448,2440,29,O/S
BGA448,2450,30,L/S
BGA448,2460,31,F/V
BGA448,2470,32,4IP
BGA448,2480,33,PACK
BGA448,2490,34,SHIP
BGA452,2000,1,IQC
BGA452,2003,2,TPM
BGA452,2005,3,TAPING
BGA452,2010,4,LAPPING
BGA452,2020,5,A21 QUEUE
BGA452,2030,6,W/M
BGA452,2040,7,D/S
BGA452,2050,8,A31
BGA452,2060,9,2IP
BGA452,2070,10,D/A
BGA452,2080,11,D/A CURE
BGA452,2150,12,PLASMA
BGA452,2090,13,POST D/A Q
BGA452,2200,14,W/B
BGA452,2210,15,3IP
BGA452,2250,16,PLASMA
BGA452,2230,17,M/D QUEUE
BGA452,2300,18,M/D
BGA452,2320,19,T/M
BGA452,6000,20,WTC2
BGA452,2330,21,PMC
BGA452,2405,22,PLASMA
BGA452,2418,23,WTC
BGA452,2410,24,S/P
BGA452,2430,25,F/S
BGA452,2435,26,P/P
BGA452,2440,27,O/S
BGA452,2450,28,L/S
BGA452,2460,29,F/V
BGA452,2470,30,4IP
BGA452,2480,31,PACK
BGA452,2490,32,SHIP
BGA453,2000,1,IQC
BGA453,2003,2,TPM
BGA453,2005,3,TAPING
BGA453,2010,4,LAPPING
BGA453,2020,5,A21 QUEUE
BGA453,2030,6,W/M
BGA453,2040,7,D/S
BGA453,2050,8,A31
BGA453,2056,9,AOI
BGA453,2059,10,AOIR
BGA453,2060,11,2IP
BGA453,2070,12,D/A
BGA453,2080,13,D/A CURE
BGA453,2150,14,PLASMA
BGA453,2090,15,POST D/A Q
BGA453,2200,16,W/B
BGA453,2210,17,3IP
BGA453,2250,18,PLASMA
BGA453,2230,19,M/D QUEUE
BGA453,2300,20,M/D
BGA453,2320,21,T/M
BGA453,6000,22,WTC2
BGA453,2330,23,PMC
BGA453,2405,24,PLASMA
BGA453,2418,25,WTC
BGA453,2410,26,S/P
BGA453,2430,27,F/S
BGA453,2435,28,P/P
BGA453,2440,29,O/S
BGA453,2450,30,L/S
BGA453,2460,31,F/V
BGA453,2470,32,4IP
BGA453,2480,33,PACK
BGA453,2490,34,SHIP
BGA502,2000,1,IQC
BGA502,2003,2,TPM
BGA502,2005,3,TAPING
BGA502,2010,4,LAPPING
BGA502,2020,5,A21 QUEUE
BGA502,2030,6,W/M
BGA502,2036,7,LGV
BGA502,2040,8,D/S
BGA502,2050,9,A31
BGA502,2056,10,AOI
BGA502,2059,11,AOIR
BGA502,2060,12,2IP
