bom_id,ver,reg_date,item,oper,part_id,qty,tole,reason,supp,remark,
	IA000031  ,	 C,	2017/9/18 上午 12:00:00,	1,	3720,	1011CA232B               ,	0.008,	0.800,	,	          ,	20170914001 PJ改用量                    ,
	OL014602  ,	 C,	2021/11/5 上午 12:00:00,	1,	2070,	120100167A               ,	0.000,	3.400,	0.152     ,	          ,	                                        ,
	OL014602  ,	 C,	2021/11/5 上午 12:00:00,	2,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	OL014602  ,	 C,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA296A               ,	0.014,	0.800,	,	          ,	20190408004變更Carrier                  ,
	OL014602  ,	 C,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	2,	2070,	120100153A               ,	0.000,	3.400,	0.152     ,	          ,	6/4 15改用 HDS L/F                      ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA295A               ,	0.014,	0.800,	,	          ,	                                        ,
	Y3012603  ,	 B,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	YU020603  ,	 A,	2020/12/11 上午 12:00:00,	1,	2070,	1071F76004               ,	0.000,	14.000,	,	          ,	                                        ,
	YU020603  ,	 A,	2020/12/11 上午 12:00:00,	2,	2200,	1091A08T41               ,	0.000,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020603  ,	 A,	2020/12/11 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	PJ指示用92HF;1230BALLSN0000A            ,
	YU020603  ,	 A,	2020/12/11 上午 12:00:00,	4,	2070,	120100185B               ,	0.000,	3.400,	0.152     ,	          ,	改版                                    ,
	YU020603  ,	 A,	2020/12/11 上午 12:00:00,	5,	3720,	1011CA176A               ,	0.014,	0.800,	,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	1,	2070,	120100158A               ,	0.000,	3.400,	0.203     ,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	,	          ,	                                        ,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	12        ,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	4,	2300,	1081G700L1               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	5,	3720,	1011CA104A               ,	0.014,	0.800,	,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	1,	2052,	1221C20016               ,	7000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	2,	2052,	1221I20010               ,	1000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	3,	2052,	1221R20006               ,	2000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	4,	2052,	1221R20005               ,	1000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	5,	2052,	1221BA0006               ,	1000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	6,	2052,	1221S50002               ,	1000.000,	10.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	7,	2070,	121102197A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	8,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	9,	2070,	1071F76004               ,	0.944,	14.000,	          ,	          ,	Die1_12 65um;SPACER1                    ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	10,	2130,	1071F76004               ,	0.151,	14.000,	          ,	          ,	Die2_12 65um;SPACER2                    ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	11,	3130,	1071F76004               ,	0.317,	14.000,	          ,	          ,	Die3_12 65um;PS5013                     ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	12,	3330,	1071F310JB               ,	1.645,	14.000,	          ,	          ,	Die4_12 65um;BICS4                      ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	13,	4130,	1071F76001               ,	4.935,	14.000,	1.645*3   ,	          ,	Die5-7_12 65um;BICS4                    ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	14,	4330,	1071F76001               ,	1.645,	14.000,	          ,	          ,	Die8_12 70um;BICS4                      ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	15,	4530,	1071F76001               ,	4.935,	14.000,	1.645*3   ,	          ,	Die9-11_12 65um;BICS4                   ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	16,	2200,	1091A07C41               ,	250.996,	0.150,	249       ,	          ,	0.7mil Au                               ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	17,	3200,	1091A07C41               ,	138.704,	0.150,	186       ,	          ,	0.7mil Au                               ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	18,	3400,	1091A07C41               ,	133.940,	0.150,	190       ,	          ,	0.7mil Au                               ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	19,	2300,	1081GE100C               ,	0.324,	4.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	20,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	21,	2410,	1101L70528               ,	345.000,	3.000,	          ,	          ,	,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	22,	2052,	SUBMATSNV332             ,	1000.000,	0.800,	,	          ,	ANV345XTB016A                           ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	23,	2070,	SUBMATWNV070             ,	1000.000,	0.800,	,	          ,	Die1_12 65um;F76004;12402030DUMMY       ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	24,	2130,	SUBMATWNV069             ,	1000.000,	0.800,	,	          ,	Die2_12 65um;F76004;12402030DUMMY       ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	25,	3130,	SUBMATWNV157             ,	1000.000,	0.800,	,	          ,	Die3_12 65um;F76004;20-W5013BB107       ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	26,	3330,	SUBMATWNV310             ,	1000.000,	0.800,	/58/64    ,	          ,	Die4_12 65um;F310JB;30-T0NA00P042/43/49/,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	27,	4130,	SUBMATWNV311             ,	3000.000,	0.800,	/49/58/64 ,	          ,	Die5-7_12 65um;F76001;30-T0NA00P042/43/ ,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	28,	4330,	SUBMATWNV312             ,	1000.000,	0.800,	/58/64    ,	          ,	Die8_12 70um;F76001;30-T0NA00P042/43/49/,
	XT345075  ,	 A,	2021/4/29 上午 12:00:00,	29,	4530,	SUBMATWNV311             ,	3000.000,	0.800,	/49/58/64 ,	          ,	Die9-11_12 65um;F76001;30-T0NA00P042/43/,
	OK008601  ,	 C,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	靜電金屬袋回貨                          ,
	OK008601  ,	 C,	2021/11/5 上午 12:00:00,	2,	2070,	120100022A               ,	0.000,	3.400,	0.152     ,	          ,	1230BALLSN0000A                         ,
	OK008601  ,	 C,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA254A               ,	0.014,	0.800,	,	          ,	,
	OK008601  ,	 C,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	1,	2300,	10819240H5               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	2,	2070,	120100155A               ,	0.000,	3.400,	0.152     ,	          ,	8/10 15變更LF供應商(Shinko)             ,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	3,	3720,	1011CA295A               ,	0.014,	0.800,	,	          ,	,
	Y3012604  ,	 B,	2021/11/5 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	1,	2070,	1071F76004               ,	0.000,	14.000,	,	          ,	                                        ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	2,	2200,	1091A08T41               ,	0.000,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	PJ指示用92HF;1230BALLSN0000A            ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	4,	2070,	120100185B               ,	0.000,	3.400,	0.152     ,	          ,	改版                                    ,
	YU020604  ,	 A,	2020/12/11 上午 12:00:00,	5,	3720,	1011CA176A               ,	0.014,	0.800,	,	          ,	                                        ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	1,	2070,	1071F76004               ,	0.000,	14.000,	,	          ,	                                        ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	2,	2200,	1091A08T41               ,	0.000,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	PJ指示用92HF;1230BALLSN0000A 16.52      ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	4,	2070,	120100185B               ,	0.000,	3.400,	0.152     ,	          ,	                                        ,
	YU020611  ,	 B,	2020/12/11 上午 12:00:00,	5,	3720,	1011CA176A               ,	0.014,	0.800,	,	          ,	,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	1,	2070,	120101077A               ,	0.000,	3.400,	0.203     ,	          ,	,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	10        ,	          ,	0.8 mil Au                              ,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK010632  ,	 A,	2021/7/5 上午 12:00:00,	5,	3720,	1011CA106A               ,	0.014,	0.800,	,	          ,	,
	IA000013  ,	 A,	,	1,	3720,	1011CA190A               ,	0.027,	0.800,	,	          ,	                                        ,
	OF016606  ,	 B,	2021/10/29 上午 12:00:00,	1,	3720,	1011CA214A               ,	0.014,	0.800,	,	          ,	pitch 4mm                               ,
	OF016606  ,	 B,	2021/10/29 上午 12:00:00,	2,	2070,	120100169A               ,	0.000,	3.400,	0.152     ,	          ,	,
	OF016606  ,	 B,	2021/10/29 上午 12:00:00,	3,	2300,	108192HF36               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	OF016606  ,	 B,	2021/10/29 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	1,	2070,	120101106A               ,	0.000,	3.400,	0.203     ,	          ,	L008Y0407E9/靜電袋出貨                  ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	8         ,	          ,	0.8mil Au                               ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK008646  ,	 A,	2021/10/20 上午 12:00:00,	5,	2410,	1011CA106A               ,	0.014,	0.800,	          ,	          ,	,
	IA000090  ,	 A,	,	1,	3720,	1011CA235A               ,	0.008,	0.800,	,	          ,	                                        ,
	IA000121  ,	 A,	,	1,	3720,	1011CA326A               ,	0.008,	0.800,	,	          ,	                                        ,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	1,	2070,	121102076A               ,	1000.000,	0.900,	0.210     ,	          ,	OSP SBT                                 ,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	2,	2430,	1011TR726A               ,	9.821,	0.600,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	3,	2070,	1071F90020               ,	2.323,	14.000,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	4,	2130,	1071F90010               ,	6.969,	14.000,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	5,	3130,	1071F90010               ,	9.292,	14.000,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	6,	2200,	1091A07C41               ,	149.002,	0.150,	233       ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	7,	3200,	1091A07C41               ,	149.262,	0.150,	233       ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	8,	2300,	1081G771F1               ,	0.220,	4.000,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	9,	2410,	1101L70542               ,	132.000,	3.000,	          ,	          ,	,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	10,	2070,	SUBMATWNV489             ,	1000.000,	0.800,	Die1      ,	          ,	30-H0QA00P000;60um;HR 900-20um          ,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	11,	2130,	SUBMATWNV505             ,	3000.000,	0.800,	Die2-4    ,	          ,	30-H0QA00P000 ;60 um;HR 900-10um        ,
	X2132403  ,	 A,	2021/10/8 上午 12:00:00,	12,	3130,	SUBMATWNV505             ,	4000.000,	0.800,	Die5-8    ,	          ,	30-H0QA00P000 ;60 um;HR 900-10um        ,
	DN012025  ,	 B,	2019/4/18 上午 12:00:00,	1,	2070,	121100034A               ,	1000.000,	0.900,	0.200     ,	          ,	,
	DN012025  ,	 B,	2019/4/18 上午 12:00:00,	2,	2070,	1071F350L2               ,	0.042,	14.000,	          ,	          ,	,
	DN012025  ,	 B,	2019/4/18 上午 12:00:00,	3,	2200,	1091A07C41               ,	10.980,	0.150,	13        ,	          ,	0.7 mil Au                              ,
	DN012025  ,	 B,	2019/4/18 上午 12:00:00,	4,	2300,	10819740Z2               ,	0.009,	4.000,	          ,	          ,	靜電袋回貨                              ,
	IA000140  ,	 A,	2021/1/8 上午 12:00:00,	1,	3720,	1011CA349A               ,	0.008,	0.800,	4/500     ,	          ,	                                        ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	1,	2070,	120101109A               ,	0.000,	3.400,	0.203     ,	          ,	L010Y0303E5(Possehl)                    ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	          ,	          ,	                                        ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	10        ,	          ,	0.8mil Au                               ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	4,	2300,	108192HF42               ,	0.000,	4.000,	          ,	          ,	1231BAS00A                              ,
	YK010634  ,	 A,	2021/10/15 上午 12:00:00,	5,	3720,	1011CA106A               ,	0.014,	0.800,	          ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	1,	2070,	120100482A               ,	1000.000,	0.400,	0.127     ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	2,	2430,	1011TR070A               ,	11.458,	0.600,	          ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	3,	2070,	1071F76004               ,	1.074,	14.000,	          ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	4,	2130,	1071F76004               ,	1.283,	14.000,	          ,	          ,	8 wafer 使用12  tape                    ,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	5,	3130,	1071F76004               ,	0.073,	14.000,	          ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	6,	2200,	1091A08T41               ,	274.252,	0.150,	188       ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	7,	2300,	108197HF02               ,	0.717,	4.000,	          ,	          ,	                                        ,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	8,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	9,	2070,	SUBMATWAW094             ,	1000.000,	0.800,	          ,	          ,	6316X/6316H;12 ;250 um;EM710CA          ,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	10,	2130,	SUBMATWAW095             ,	1000.000,	0.800,	,	          ,	5259N;8 ;125 um;EM710CA                 ,
	TP048141  ,	 D,	2021/10/26 上午 12:00:00,	11,	3130,	SUBMATWAW086             ,	1000.000,	0.800,	,	          ,	5247A;12 ;105 um;EM710CA                ,
	IA000017  ,	 A,	2018/9/14 上午 12:00:00,	1,	3720,	1011CA203B               ,	0.016,	0.800,	,	          ,	1010CA00000227A變更長度                 ,
	OF016610  ,	 B,	2021/10/29 上午 12:00:00,	1,	2300,	108192HF36               ,	0.000,	4.000,	,	          ,	1231BAS00A                              ,
	OF016610  ,	 B,	2021/10/29 上午 12:00:00,	2,	2070,	120100169A               ,	0.000,	3.400,	0.152     ,	          ,	                                        ,
	OF016610  ,	 B,	2021/10/29 上午 12:00:00,	3,	3720,	1011CA214A               ,	0.014,	0.800,	,	          ,	pitch 4mm                               ,
	OF016610  ,	 B,	2021/10/29 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.000,	5.000,	,	          ,	,
	Y6008089  ,	 A,	2020/3/30 上午 12:00:00,	1,	2070,	120101085A               ,	1000.000,	3.400,	0.152     ,	          ,	靜電袋出貨                              ,
	Y6008089  ,	 A,	2020/3/30 上午 12:00:00,	2,	2070,	1071F76004               ,	0.118,	14.000,	          ,	          ,	8 Wafer12 鐵圈                          ,
	Y6008089  ,	 A,	2020/3/30 上午 12:00:00,	3,	2200,	1091A07T41               ,	11.550,	0.150,	10        ,	          ,	,
	Y6008089  ,	 A,	2020/3/30 上午 12:00:00,	4,	2300,	1081G700L1               ,	0.034,	4.000,	          ,	          ,	,
	Y6008089  ,	 A,	2020/3/30 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	1,	2070,	1281S0050A               ,	1000.000,	0.900,	0.170     ,	          ,	W01916A                                 ,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	2,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	                                        ,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	3,	2070,	1071F350L1               ,	0.040,	14.000,	          ,	          ,	,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	4,	2130,	1071F76001               ,	1.008,	14.000,	          ,	          ,	                                        ,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	5,	2200,	1091A06C41               ,	78.844,	0.150,	96        ,	          ,	,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	6,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	                                        ,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	7,	2070,	SUBMATWNV419             ,	1000.000,	0.800,	,	          ,	Controlle-AM2703ENLT200um               ,
	6A008211  ,	 A,	2021/4/14 上午 12:00:00,	8,	2130,	SUBMATWNV199             ,	1000.000,	0.800,	,	          ,	Flash-BICS4;256Gb:SDP;1層DIE;250um      ,
	IA000016  ,	 B,	2017/9/18 上午 12:00:00,	1,	3720,	1011CA202B               ,	0.016,	0.800,	,	          ,	20170914001 PJ改用量                    ,
	IA000083  ,	 A,	2019/7/4 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.111,	14.000,	,	          ,	,
	IA000083  ,	 A,	2019/7/4 上午 12:00:00,	2,	3720,	1011CA301A               ,	0.008,	0.800,	          ,	          ,	,
	IA000025  ,	 C,	2017/9/18 上午 12:00:00,	1,	3720,	1011CA218B               ,	0.004,	0.800,	,	          ,	20170914001 PJ改用量                    ,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	1,	2052,	1221C20040               ,	6000.000,	10.000,	          ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	2,	2070,	121101916A               ,	1000.000,	0.900,	0.170     ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	3,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	4,	2070,	1071F350L1               ,	0.040,	14.000,	          ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	5,	2130,	1071F76001               ,	1.008,	14.000,	          ,	          ,	2/25 21 改DAF                           ,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	6,	2200,	1091A06C41               ,	78.844,	0.150,	96        ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	7,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	                                        ,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	8,	2052,	1101T70525               ,	8.680,	5.000,	          ,	          ,	,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	9,	2070,	SUBMATWNV419             ,	1000.000,	0.800,	,	          ,	(Controlle- AM2703ENLT): 厚度200 um     ,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	10,	2130,	SUBMATWNV196             ,	1000.000,	0.800,	,	          ,	Flash- BICS4 256Gb:SDP                  ,
	6A008192  ,	 B,	2021/3/2 上午 12:00:00,	11,	2052,	SUBMATSNV297             ,	1000.000,	0.800,	,	          ,	ANV0086A1070A                           ,
	IA000143  ,	 A,	2020/12/28 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.139,	14.000,	,	          ,	,
	IA000143  ,	 A,	2020/12/28 上午 12:00:00,	2,	3720,	1011CA350A               ,	0.016,	0.800,	,	          ,	,
	2J028035  ,	 A,	2021/11/17 上午 12:00:00,	1,	2300,	1081A381C1               ,	0.203,	4.000,	          ,	          ,	,
	IA000158  ,	 A,	2021/6/9 上午 12:00:00,	1,	3720,	1011CA358A               ,	0.016,	0.800,	          ,	          ,	                                        ,
	IA000064  ,	 A,	2018/5/29 上午 12:00:00,	1,	3720,	1011CA273A               ,	0.008,	0.800,	,	          ,	                                        ,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	1,	2052,	1221C20040               ,	6000.000,	10.000,	          ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	2,	2070,	121101916A               ,	1000.000,	0.900,	0.170     ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	3,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	4,	2070,	1071F350L1               ,	0.040,	14.000,	          ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	5,	2130,	1071F76001               ,	1.008,	14.000,	          ,	          ,	2/25 TIM改DAF                           ,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	6,	2200,	1091A06C41               ,	78.844,	0.150,	96        ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	7,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	                                        ,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	8,	2052,	1101T70525               ,	8.680,	5.000,	          ,	          ,	,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	9,	2052,	SUBMATSNV296             ,	1000.000,	0.800,	,	          ,	ANV0086A1069A                           ,
	6A008191  ,	 A,	2021/2/26 上午 12:00:00,	10,	2070,	SUBMATWNV419             ,	1000.000,	0.800,	,	          ,	Controlle-   AM2703ENLT): 厚度200 um    ,
